"","simulatedAnswer","item","normResponse0","normResponse1","simRank1","workerid","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","slide_number","obj2","name","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","trial_type","pref2","normResponse2","Answer.score_quiz2"
"342",NA,NA,NA,NA,"circle",28,NA,2,"cloud",NA,NA,NA,"circle",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.74975,NA,NA,NA,NA,1,NA,NA,NA,NA,"square",NA,NA,"cloud","square",NA,NA,NA,5
"343",332,11102,0.241379310344828,0.517241379310345,NA,28,321,2,NA,"polka-dotted",1,"red",NA,5,NA,"211-3",0,213,321,"color",0.35,3,0.75,213,332,"blue",0,9.74975,"male",0.35,0.5,"['circle', 'square', 'solid', 'striped', 'polka-dotted']",NA,1,11,332,"task",NA,"211",3,NA,NA,"task","green",0.241379310344828,5
"344",111,14662,0.333333333333333,0.454545454545455,NA,28,111,2,NA,"solid",1,"red",NA,5,NA,"211-3",0,123,111,"color",0.55,3,0.75,123,332,"blue",1,9.74975,"male",0.35,0.5,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",NA,1,12,332,"task",NA,"211",3,NA,NA,"task","green",0.212121212121212,5
"345",113,9432,0.357142857142857,0.285714285714286,NA,28,231,2,NA,"solid",1,"red",NA,4,NA,"22a1-3",0,232,231,"color",0.75,3,0.6,113,113,"blue",2,9.74975,"male",0.75,0.5,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,1,13,232,"task",NA,"22a1",3,NA,NA,"task","green",0.357142857142857,5
"346",222,3262,0.277777777777778,0.444444444444444,NA,28,221,2,NA,"striped",1,"red",NA,4,NA,"22a2b-2b",0,112,222,"color",0.5,3,0.8,222,221,"blue",3,9.74975,"male",0.5,0.5,"['cloud', 'circle', 'solid', 'striped']",NA,1,14,112,"task",NA,"22a2b",3,NA,NA,"task","green",0.277777777777778,5
"347",NA,NA,NA,NA,NA,28,NA,2,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.74975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"348",NA,NA,NA,NA,"blue",28,NA,2,"green",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,9.74975,NA,NA,NA,NA,2,NA,NA,NA,NA,"green",NA,NA,"red","red",NA,NA,NA,5
"349",131,21350,0.393939393939394,0.151515151515152,NA,29,131,2,NA,"cloud",0,"red",NA,2,NA,"331-3",0,132,133,"color",0.65,0,0.25,133,131,"blue",0,18.5372833333333,"female",0.75,1,"['cloud', 'polka-dotted']",NA,0.5,3,132,"task",NA,"331",3,NA,NA,"task","green",0.454545454545455,2
"350",131,7071,0.321428571428571,0.285714285714286,NA,29,131,2,NA,"polka-dotted",0,"red",NA,4,NA,"321-2",0,231,332,"color",0.45,0,0.4,332,131,"blue",1,18.5372833333333,"female",0.55,1,"['cloud', 'circle', 'square', 'polka-dotted']",NA,0.5,4,231,"task",NA,"321",3,NA,NA,"task","green",0.392857142857143,2
"351",213,11372,0.342857142857143,0.114285714285714,NA,29,132,2,NA,"circle",0,"red",NA,4,NA,"22a2b-2a",0,132,113,"color",0.6,0,0.2,213,213,"blue",2,18.5372833333333,"female",0.95,1,"['cloud', 'circle', 'solid', 'polka-dotted']",NA,0.5,5,113,"task",NA,"22a2b",3,NA,NA,"task","green",0.542857142857143,2
"352",121,6682,0.387096774193548,0.193548387096774,NA,29,121,2,NA,"cloud",0,"red",NA,4,NA,"22a2b-2a",0,132,232,"color",0.6,0,0.3,232,121,"blue",3,18.5372833333333,"female",0.65,1,"['cloud', 'circle', 'striped', 'polka-dotted']",NA,0.5,6,132,"task",NA,"22a2b",3,NA,NA,"task","green",0.419354838709677,2
"353",NA,NA,NA,NA,NA,29,NA,2,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,18.5372833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"354",NA,NA,NA,NA,"red",29,NA,2,"blue",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,18.5372833333333,NA,NA,NA,NA,1,NA,NA,NA,NA,"green",NA,NA,"blue","green",NA,NA,NA,2
"355",133,22960,0.379310344827586,0.206896551724138,NA,29,213,2,NA,"polka-dotted",1,"circle",NA,4,NA,"311-3",0,133,323,"shape",0.55,0,0.3,133,213,"cloud",0,18.5372833333333,"female",0.6,1,"['solid', 'striped', 'polka-dotted', 'green']",NA,0.5,11,323,"task",NA,"311",1,NA,NA,"task","square",0.413793103448276,2
"356",131,8670,0.444444444444444,0.259259259259259,NA,29,131,2,NA,"blue",1,"circle",NA,5,NA,"22b1-2",0,113,212,"shape",0.6,0,0.35,113,131,"cloud",1,18.5372833333333,"female",0.4,1,"['solid', 'polka-dotted', 'blue', 'red', 'green']",NA,0.5,12,212,"task",NA,"22b1",1,NA,NA,"task","square",0.296296296296296,2
"357",212,5560,0.0882352941176471,0.441176470588235,NA,29,212,2,NA,"solid",1,"circle",NA,4,NA,"311-3",0,212,322,"shape",0.15,0,0.75,132,132,"cloud",2,18.5372833333333,"female",0.8,1,"['solid', 'striped', 'polka-dotted', 'red']",NA,0.5,13,322,"task",NA,"311",1,NA,NA,"task","square",0.470588235294118,2
"358",121,24930,0.285714285714286,0.464285714285714,NA,29,121,2,NA,"striped",1,"circle",NA,5,NA,"211-3",0,313,121,"shape",0.4,0,0.65,233,233,"cloud",3,18.5372833333333,"female",0.35,1,"['solid', 'striped', 'polka-dotted', 'blue', 'green']",NA,0.5,14,313,"task",NA,"211",1,NA,NA,"task","square",0.25,2
"359",NA,NA,NA,NA,NA,29,NA,2,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,18.5372833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"360",NA,NA,NA,NA,"circle",29,NA,2,"cloud",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,18.5372833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"cloud","circle",NA,NA,NA,2
"373",313,28730,0.111111111111111,0.62962962962963,NA,31,313,2,NA,"green",0,"striped",NA,2,NA,"331-3",0.5,323,313,"texture",0.15,2,0.85,333,333,"solid",0,13.74365,"male",0.35,1,"['square', 'green']",NA,0,3,323,"task",NA,"331",2,NA,NA,"task","polka-dotted",0.259259259259259,1
"374",231,24601,0.222222222222222,0.148148148148148,NA,31,231,2,NA,"blue",0,"striped",NA,4,NA,"22a2b-2a",0.5,113,231,"texture",0.3,2,0.2,233,233,"solid",1,13.74365,"male",0.85,1,"['cloud', 'circle', 'blue', 'green']",NA,0,4,113,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.62962962962963,1
"375",313,15281,0.666666666666667,0.0666666666666667,NA,31,331,2,NA,"square",0,"striped",NA,4,NA,"22b1-3",0.5,331,313,"texture",0.5,2,0.05,123,123,"solid",2,13.74365,"male",0.2,1,"['cloud', 'square', 'blue', 'green']",NA,0,5,313,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.266666666666667,1
"376",312,23891,0.172413793103448,0.241379310344828,NA,31,312,2,NA,"red",0,"striped",NA,4,NA,"22b1-3",0.5,312,233,"texture",0.25,2,0.35,233,222,"solid",3,13.74365,"male",0.85,1,"['circle', 'square', 'red', 'green']",NA,0,6,222,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.586206896551724,1
"377",NA,NA,NA,NA,NA,31,NA,2,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.74365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"378",NA,NA,NA,NA,"polka-dotted",31,NA,2,"striped",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.74365,NA,NA,NA,NA,1,NA,NA,NA,NA,"striped",NA,NA,"solid","polka-dotted",NA,NA,NA,1
"379",223,29221,0.192307692307692,0.576923076923077,NA,31,223,2,NA,"circle",1,"striped",NA,3,NA,"322b-2",0.5,223,333,"texture",0.25,2,0.75,333,233,"solid",0,13.74365,"male",0.3,0,"['circle', 'square', 'green']",NA,1,11,233,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.230769230769231,1
"380",133,20451,0.342857142857143,0.171428571428571,NA,31,111,2,NA,"cloud",1,"striped",NA,4,NA,"22b2b-2",0.5,111,231,"texture",0.6,2,0.3,133,133,"solid",1,13.74365,"male",0.85,0,"['cloud', 'circle', 'blue', 'green']",NA,1,12,231,"task",NA,"22b2b",2,NA,NA,"task","polka-dotted",0.485714285714286,1
"381",311,22571,0.173913043478261,0.565217391304348,NA,31,311,2,NA,"blue",1,"striped",NA,5,NA,"211-3",0.5,311,133,"texture",0.2,2,0.65,133,223,"solid",2,13.74365,"male",0.3,0,"['cloud', 'circle', 'square', 'blue', 'green']",NA,1,13,223,"task",NA,"211",2,NA,NA,"task","polka-dotted",0.260869565217391,1
"382",133,21791,0.32,0.16,NA,31,311,2,NA,"green",1,"striped",NA,4,NA,"22a2b-2b",0.5,113,311,"texture",0.4,2,0.2,133,133,"solid",3,13.74365,"male",0.65,0,"['cloud', 'square', 'blue', 'green']",NA,1,14,113,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.52,1
"383",NA,NA,NA,NA,NA,31,NA,2,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.74365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"384",NA,NA,NA,NA,"polka-dotted",31,NA,2,"solid",NA,NA,NA,"striped",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,13.74365,NA,NA,NA,NA,1,NA,NA,NA,NA,"solid",NA,NA,"striped","polka-dotted",NA,NA,NA,1
"385",133,29240,0.727272727272727,0.0909090909090909,NA,32,133,1,NA,"green",0,"circle",NA,2,NA,"331-3",0,133,333,"shape",0.8,1,0.1,333,233,"cloud",0,5.61108333333333,"female",0.2,1,"['polka-dotted', 'green']",NA,0.5,3,233,"task",NA,"331",1,NA,NA,"task","square",0.181818181818182,1
"386",121,190,0.76,0.2,NA,32,121,1,NA,"blue",0,"circle",NA,2,NA,"331-3",0,221,121,"shape",0.95,1,0.25,321,321,"cloud",1,5.61108333333333,"female",0.05,1,"['striped', 'blue']",NA,0.5,4,221,"task",NA,"331",1,NA,NA,"task","square",0.04,1
"387",121,3950,0.842105263157895,0.105263157894737,NA,32,121,1,NA,"blue",0,"circle",NA,4,NA,"22b2b-2",0,121,322,"shape",0.8,1,0.1,322,331,"cloud",2,5.61108333333333,"female",0.05,1,"['striped', 'polka-dotted', 'blue', 'red']",NA,0.5,5,331,"task",NA,"22b2b",1,NA,NA,"task","square",0.0526315789473684,1
"388",222,24040,0.0909090909090909,0.863636363636364,NA,32,222,1,NA,"red",0,"circle",NA,4,NA,"22a2b-2b",0,233,222,"shape",0.1,1,0.95,233,322,"cloud",3,5.61108333333333,"female",0.05,1,"['striped', 'polka-dotted', 'red', 'green']",NA,0.5,6,322,"task",NA,"22a2b",1,NA,NA,"task","square",0.0454545454545455,1
"389",NA,NA,NA,NA,NA,32,NA,1,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5.61108333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"390",NA,NA,NA,NA,"circle",32,NA,1,"cloud",NA,NA,NA,"square",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5.61108333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"cloud","circle",NA,NA,NA,1
"391",131,1011,0.0869565217391304,0.782608695652174,NA,32,311,1,NA,"blue",1,"striped",NA,4,NA,"22b2b-2",1,112,131,"texture",0.1,1,0.9,112,311,"solid",0,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'blue', 'red']",NA,0,11,131,"task",NA,"22b2b",2,NA,NA,"task","polka-dotted",0.130434782608696,1
"392",312,22451,0.761904761904762,0.0952380952380952,NA,32,312,1,NA,"red",1,"striped",NA,4,NA,"22a1-3",1,123,133,"texture",0.8,1,0.1,133,312,"solid",1,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'red', 'green']",NA,0,12,123,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.142857142857143,1
"393",131,331,0.230769230769231,0.653846153846154,NA,32,121,1,NA,"cloud",1,"striped",NA,3,NA,"322b-2",1,321,121,"texture",0.3,1,0.85,131,131,"solid",2,5.61108333333333,"female",0.15,0.5,"['cloud', 'square', 'blue']",NA,0,13,321,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.115384615384615,1
"394",113,8850,0.566666666666667,0.0666666666666667,NA,32,121,1,NA,"green",1,"striped",NA,4,NA,"321-2",1,122,121,"texture",0.85,1,0.1,113,113,"solid",3,5.61108333333333,"female",0.55,0.5,"['cloud', 'blue', 'red', 'green']",NA,0,14,122,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.366666666666667,1
"395",NA,NA,NA,NA,NA,32,NA,1,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5.61108333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"396",NA,NA,NA,NA,"solid",32,NA,1,"polka-dotted",NA,NA,NA,"striped",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5.61108333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"striped",NA,NA,"polka-dotted","solid",NA,NA,NA,1
"397",313,11932,0.142857142857143,0.357142857142857,NA,33,331,2,NA,"square",0,"red",NA,4,NA,"22b1-3",1,212,331,"color",0.2,4,0.5,313,313,"blue",0,14.1053333333333,"female",0.7,0.5,"['circle', 'square', 'solid', 'polka-dotted']",NA,0,3,212,"task",NA,"22b1",3,NA,NA,"task","green",0.5,5
"398",113,8392,0.142857142857143,0.357142857142857,NA,33,311,2,NA,"cloud",0,"red",NA,5,NA,"22b1-2",1,311,113,"color",0.2,4,0.5,113,231,"blue",1,14.1053333333333,"female",0.7,0.5,"['cloud', 'circle', 'square', 'solid', 'polka-dotted']",NA,0,4,231,"task",NA,"22b1",3,NA,NA,"task","green",0.5,5
"399",323,18011,0.103448275862069,0.344827586206897,NA,33,311,2,NA,"square",0,"red",NA,4,NA,"321-2",1,311,323,"color",0.15,4,0.5,323,331,"blue",2,14.1053333333333,"female",0.8,0.5,"['square', 'solid', 'striped', 'polka-dotted']",NA,0,5,331,"task",NA,"321",3,NA,NA,"task","green",0.551724137931034,5
"400",122,10372,0.103448275862069,0.344827586206897,NA,33,311,2,NA,"striped",0,"red",NA,5,NA,"211-3",1,213,122,"color",0.15,4,0.5,213,311,"blue",3,14.1053333333333,"female",0.8,0.5,"['cloud', 'circle', 'square', 'solid', 'striped']",NA,0,6,122,"task",NA,"211",3,NA,NA,"task","green",0.551724137931034,5
"401",NA,NA,NA,NA,NA,33,NA,2,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.1053333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"402",NA,NA,NA,NA,"blue",33,NA,2,"red",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.1053333333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"red",NA,NA,"green","green",NA,NA,NA,5
"403",121,23812,0.516129032258065,0.161290322580645,NA,33,121,2,NA,"striped",1,"red",NA,4,NA,"22b1-3",0.5,222,121,"color",0.8,4,0.25,233,233,"blue",0,14.1053333333333,"female",0.5,1,"['cloud', 'circle', 'striped', 'polka-dotted']",NA,0,11,222,"task",NA,"22b1",3,NA,NA,"task","green",0.32258064516129,5
"404",121,9102,0.642857142857143,0.178571428571429,NA,33,121,2,NA,"cloud",1,"red",NA,4,NA,"22b1-3",0.5,322,113,"color",0.9,4,0.25,113,121,"blue",1,14.1053333333333,"female",0.25,1,"['cloud', 'square', 'solid', 'striped']",NA,0,12,322,"task",NA,"22b1",3,NA,NA,"task","green",0.178571428571429,5
"405",311,10071,0.642857142857143,0.178571428571429,NA,33,311,2,NA,"solid",1,"red",NA,4,NA,"311-3",0.5,311,112,"color",0.9,4,0.25,213,213,"blue",2,14.1053333333333,"female",0.25,1,"['cloud', 'circle', 'square', 'solid']",NA,0,13,112,"task",NA,"311",3,NA,NA,"task","green",0.178571428571429,5
"406",311,9992,0.642857142857143,0.178571428571429,NA,33,311,2,NA,"solid",1,"red",NA,4,NA,"22a2b-2a",0.5,311,331,"color",0.9,4,0.25,213,213,"blue",3,14.1053333333333,"female",0.25,1,"['circle', 'square', 'solid', 'polka-dotted']",NA,0,14,331,"task",NA,"22a2b",3,NA,NA,"task","green",0.178571428571429,5
"407",NA,NA,NA,NA,NA,33,NA,2,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.1053333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"408",NA,NA,NA,NA,"green",33,NA,2,"green",NA,NA,NA,"red",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,14.1053333333333,NA,NA,NA,NA,3,NA,NA,NA,NA,"red",NA,NA,"blue","blue",NA,NA,NA,5
"409",132,5482,0.181818181818182,0.818181818181818,NA,34,311,2,NA,"cloud",0,"red",NA,5,NA,"22b1-2",0,311,322,"color",0.2,3,0.9,132,132,"blue",0,54.25015,"female",0,0.5,"['cloud', 'square', 'solid', 'striped', 'polka-dotted']",NA,1,3,322,"task",NA,"22b1",3,NA,NA,"task","green",0,2
"410",211,9691,0.952380952380952,0.0476190476190476,NA,34,111,2,NA,"circle",0,"red",NA,3,NA,"322b-2",0,211,213,"color",1,3,0.05,213,111,"blue",1,54.25015,"female",0,0.5,"['cloud', 'circle', 'solid']",NA,1,4,211,"task",NA,"322b",3,NA,NA,"task","green",0,2
"411",332,25931,0,1,NA,34,332,2,NA,"square",0,"red",NA,4,NA,"321-2",0,332,133,"color",0,3,1,233,233,"blue",2,54.25015,"female",0,0.5,"['cloud', 'circle', 'square', 'polka-dotted']",NA,1,5,133,"task",NA,"321",3,NA,NA,"task","green",0,2
"412",133,21072,0,0.0526315789473684,NA,34,321,2,NA,"polka-dotted",0,"red",NA,5,NA,"211-3",0,133,222,"color",0,3,0.05,133,321,"blue",3,54.25015,"female",0.9,0.5,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",NA,1,6,222,"task",NA,"211",3,NA,NA,"task","green",0.947368421052632,2
"413",NA,NA,NA,NA,NA,34,NA,2,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,54.25015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"414",NA,NA,NA,NA,"blue",34,NA,2,"red",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,54.25015,NA,NA,NA,NA,1,NA,NA,NA,NA,"green",NA,NA,"red","green",NA,NA,NA,2
"415",222,23891,0.387096774193548,0.580645161290323,NA,34,312,2,NA,"circle",1,"striped",NA,4,NA,"22b1-3",0.5,233,312,"texture",0.6,3,0.9,233,222,"solid",0,54.25015,"female",0.05,0,"['circle', 'square', 'red', 'green']",NA,1,11,222,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.032258064516129,2
"416",332,9631,0.0909090909090909,0.0909090909090909,NA,34,312,2,NA,"red",1,"striped",NA,4,NA,"22a2b-2b",0.5,113,312,"texture",0.1,3,0.1,113,332,"solid",1,54.25015,"female",0.9,0,"['cloud', 'square', 'red', 'green']",NA,1,12,332,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.818181818181818,2
"417",223,25410,0.0476190476190476,0.761904761904762,NA,34,212,2,NA,"green",1,"striped",NA,3,NA,"321-3",0.5,233,223,"texture",0.05,3,0.8,233,212,"solid",2,54.25015,"female",0.2,0,"['circle', 'red', 'green']",NA,1,13,223,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.19047619047619,2
"418",331,15281,0.0434782608695652,0.173913043478261,NA,34,331,2,NA,"blue",1,"striped",NA,4,NA,"22b1-3",0.5,123,313,"texture",0.05,3,0.2,123,331,"solid",3,54.25015,"female",0.9,0,"['cloud', 'square', 'blue', 'green']",NA,1,14,313,"task",NA,"22b1",2,NA,NA,"task","polka-dotted",0.782608695652174,2
"419",NA,NA,NA,NA,NA,34,NA,2,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,54.25015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"420",NA,NA,NA,NA,"polka-dotted",34,NA,2,"striped",NA,NA,NA,"solid",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,54.25015,NA,NA,NA,NA,2,NA,NA,NA,NA,"solid",NA,NA,"striped","polka-dotted",NA,NA,NA,2
"421",112,20660,0.515151515151515,0.303030303030303,NA,35,131,1,NA,"cloud",0,"striped",NA,4,NA,"321-2",0,131,112,"texture",0.85,2,0.5,133,133,"solid",0,24.4986166666667,"female",0.3,0.5,"['cloud', 'blue', 'red', 'green']",NA,1,3,112,"task",NA,"321",2,NA,NA,"task","polka-dotted",0.181818181818182,1
"422",211,7021,0.607142857142857,0.285714285714286,NA,35,211,1,NA,"blue",0,"striped",NA,4,NA,"22a2b-2b",0,211,231,"texture",0.85,2,0.4,332,332,"solid",1,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'blue', 'red']",NA,1,4,231,"task",NA,"22a2b",2,NA,NA,"task","polka-dotted",0.107142857142857,1
"423",223,29221,0.37037037037037,0.518518518518518,NA,35,223,1,NA,"green",0,"striped",NA,3,NA,"322b-2",0,333,233,"texture",0.5,2,0.7,333,223,"solid",2,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'green']",NA,1,5,233,"task",NA,"322b",2,NA,NA,"task","polka-dotted",0.111111111111111,1
"424",321,5721,0.291666666666667,0.583333333333333,NA,35,311,1,NA,"blue",0,"striped",NA,4,NA,"22a1-3",0,321,311,"texture",0.35,2,0.7,232,232,"solid",3,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'blue', 'red']",NA,1,6,321,"task",NA,"22a1",2,NA,NA,"task","polka-dotted",0.125,1
"425",NA,NA,NA,NA,NA,35,NA,1,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,24.4986166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"426",NA,NA,NA,NA,"solid",35,NA,1,"solid",NA,NA,NA,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,24.4986166666667,NA,NA,NA,NA,3,NA,NA,NA,NA,"polka-dotted",NA,NA,"striped","striped",NA,NA,NA,1
"427",211,23290,0.434782608695652,0.304347826086957,NA,35,211,1,NA,"blue",1,"circle",NA,4,NA,"22b2b-2",0,331,233,"shape",0.5,2,0.35,233,211,"cloud",0,24.4986166666667,"female",0.3,0.5,"['solid', 'polka-dotted', 'blue', 'green']",NA,1,11,331,"task",NA,"22b2b",1,NA,NA,"task","square",0.260869565217391,1
"428",233,25230,0.21875,0.4375,NA,35,222,1,NA,"green",1,"circle",NA,4,NA,"22b2b-2",0,123,233,"shape",0.35,2,0.7,233,222,"cloud",1,24.4986166666667,"female",0.55,0.5,"['striped', 'polka-dotted', 'red', 'green']",NA,1,12,123,"task",NA,"22b2b",1,NA,NA,"task","square",0.34375,1
"429",113,13070,0.428571428571429,0.321428571428571,NA,35,322,1,NA,"green",1,"circle",NA,4,NA,"22a2b-2b",0,313,322,"shape",0.6,2,0.45,313,113,"cloud",2,24.4986166666667,"female",0.35,0.5,"['solid', 'striped', 'red', 'green']",NA,1,13,113,"task",NA,"22a2b",1,NA,NA,"task","square",0.25,1
"430",212,3620,0.212121212121212,0.454545454545455,NA,35,212,1,NA,"red",1,"circle",NA,3,NA,"322b-2",0,212,222,"shape",0.35,2,0.75,222,122,"cloud",3,24.4986166666667,"female",0.55,0.5,"['solid', 'striped', 'red']",NA,1,14,122,"task",NA,"322b",1,NA,NA,"task","square",0.333333333333333,1
"431",NA,NA,NA,NA,NA,35,NA,1,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,24.4986166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"432",NA,NA,NA,NA,"cloud",35,NA,1,"square",NA,NA,NA,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,24.4986166666667,NA,NA,NA,NA,2,NA,NA,NA,NA,"square",NA,NA,"circle","circle",NA,NA,NA,1
"433",212,25002,0,1,NA,36,212,3,NA,"circle",0,"red",NA,4,NA,"22b2b-2",0,212,313,"color",0,3,1,233,233,"blue",0,11.1376833333333,"female",0,0.5,"['circle', 'square', 'solid', 'polka-dotted']",NA,1,3,313,"task",NA,"22b2b",3,NA,NA,"task","green",0,3
"434",132,21350,0,1,NA,36,131,3,NA,"polka-dotted",0,"red",NA,2,NA,"331-3",0,133,131,"color",0,3,1,133,132,"blue",1,11.1376833333333,"female",0,0.5,"['cloud', 'polka-dotted']",NA,1,4,132,"task",NA,"331",3,NA,NA,"task","green",0,3
"435",212,10452,0,1,NA,36,212,3,NA,"circle",0,"red",NA,4,NA,"22a2b-2b",0,213,212,"color",0,3,1,213,122,"blue",2,11.1376833333333,"female",0,0.5,"['cloud', 'circle', 'solid', 'striped']",NA,1,5,122,"task",NA,"22a2b",3,NA,NA,"task","green",0,3
"436",322,3712,0,1,NA,36,211,3,NA,"square",0,"red",NA,4,NA,"22a2b-2a",0,322,211,"color",0,3,1,322,221,"blue",3,11.1376833333333,"female",0,0.5,"['circle', 'square', 'solid', 'striped']",NA,1,6,221,"task",NA,"22a2b",3,NA,NA,"task","green",0,3
"437",NA,NA,NA,NA,NA,36,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.1376833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"438",NA,NA,NA,NA,"blue",36,NA,3,"green",NA,NA,NA,"blue",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,11.1376833333333,NA,NA,NA,NA,2,NA,NA,NA,NA,"green",NA,NA,"red","red",NA,NA,NA,3
