"","workerid","simulatedAnswer","item","normResponse0","normResponse1","simRank1","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","obj2","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","pref2","normResponse2","Answer.score_quiz2","assess","enjoyment","education","age","comments","language","gender"
"214",34,332,9631,0.0909090909090909,0.0909090909090909,"polka-dotted",312,2,"striped","red",1,"striped","solid",4,0.35,"22a2b-2b",0.5,113,312,"texture",0.1,3,0.1,113,332,"solid",1,54.25015,"female",0.9,0,"['cloud', 'square', 'red', 'green']",2,1,332,"solid","22a2b",2,"striped","polka-dotted","polka-dotted",0.818181818181818,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"215",34,223,25410,0.0476190476190476,0.761904761904762,"polka-dotted",212,2,"striped","green",1,"striped","solid",3,0.35,"321-3",0.5,233,223,"texture",0.05,3,0.8,233,212,"solid",2,54.25015,"female",0.2,0,"['circle', 'red', 'green']",2,1,223,"solid","321",2,"striped","polka-dotted","polka-dotted",0.19047619047619,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"216",34,331,15281,0.0434782608695652,0.173913043478261,"polka-dotted",331,2,"striped","blue",1,"striped","solid",4,0.35,"22b1-3",0.5,123,313,"texture",0.05,3,0.2,123,331,"solid",3,54.25015,"female",0.9,0,"['cloud', 'square', 'blue', 'green']",2,1,313,"solid","22b1",2,"striped","polka-dotted","polka-dotted",0.782608695652174,2,"Yes",2,3,32,"it was fun and engaging","English","Male"
"217",35,112,20660,0.515151515151515,0.303030303030303,"solid",131,1,"solid","cloud",0,"striped","polka-dotted",4,0.5,"321-2",0,131,112,"texture",0.85,2,0.5,133,133,"solid",0,24.4986166666667,"female",0.3,0.5,"['cloud', 'blue', 'red', 'green']",3,1,112,"polka-dotted","321",2,"striped","striped","polka-dotted",0.181818181818182,1,"Yes",1,0,48,"N/A","English","Female"
"218",35,211,7021,0.607142857142857,0.285714285714286,"solid",211,1,"solid","blue",0,"striped","polka-dotted",4,0.5,"22a2b-2b",0,211,231,"texture",0.85,2,0.4,332,332,"solid",1,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'blue', 'red']",3,1,231,"polka-dotted","22a2b",2,"striped","striped","polka-dotted",0.107142857142857,1,"Yes",1,0,48,"N/A","English","Female"
"219",35,223,29221,0.37037037037037,0.518518518518518,"solid",223,1,"solid","green",0,"striped","polka-dotted",3,0.5,"322b-2",0,333,233,"texture",0.5,2,0.7,333,223,"solid",2,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'green']",3,1,233,"polka-dotted","322b",2,"striped","striped","polka-dotted",0.111111111111111,1,"Yes",1,0,48,"N/A","English","Female"
"220",35,321,5721,0.291666666666667,0.583333333333333,"solid",311,1,"solid","blue",0,"striped","polka-dotted",4,0.5,"22a1-3",0,321,311,"texture",0.35,2,0.7,232,232,"solid",3,24.4986166666667,"female",0.15,0.5,"['circle', 'square', 'blue', 'red']",3,1,321,"polka-dotted","22a1",2,"striped","striped","polka-dotted",0.125,1,"Yes",1,0,48,"N/A","English","Female"
"221",35,211,23290,0.434782608695652,0.304347826086957,"cloud",211,1,"square","blue",1,"circle","cloud",4,0.5,"22b2b-2",0,331,233,"shape",0.5,2,0.35,233,211,"cloud",0,24.4986166666667,"female",0.3,0.5,"['solid', 'polka-dotted', 'blue', 'green']",2,1,331,"square","22b2b",1,"circle","circle","square",0.260869565217391,1,"Yes",1,0,48,"N/A","English","Female"
"222",35,233,25230,0.21875,0.4375,"cloud",222,1,"square","green",1,"circle","cloud",4,0.5,"22b2b-2",0,123,233,"shape",0.35,2,0.7,233,222,"cloud",1,24.4986166666667,"female",0.55,0.5,"['striped', 'polka-dotted', 'red', 'green']",2,1,123,"square","22b2b",1,"circle","circle","square",0.34375,1,"Yes",1,0,48,"N/A","English","Female"
"223",35,113,13070,0.428571428571429,0.321428571428571,"cloud",322,1,"square","green",1,"circle","cloud",4,0.5,"22a2b-2b",0,313,322,"shape",0.6,2,0.45,313,113,"cloud",2,24.4986166666667,"female",0.35,0.5,"['solid', 'striped', 'red', 'green']",2,1,113,"square","22a2b",1,"circle","circle","square",0.25,1,"Yes",1,0,48,"N/A","English","Female"
"224",35,212,3620,0.212121212121212,0.454545454545455,"cloud",212,1,"square","red",1,"circle","cloud",3,0.5,"322b-2",0,212,222,"shape",0.35,2,0.75,222,122,"cloud",3,24.4986166666667,"female",0.55,0.5,"['solid', 'striped', 'red']",2,1,122,"square","322b",1,"circle","circle","square",0.333333333333333,1,"Yes",1,0,48,"N/A","English","Female"
"225",36,212,25002,0,1,"blue",212,3,"green","circle",0,"red","blue",4,1,"22b2b-2",0,212,313,"color",0,3,1,233,233,"blue",0,11.1376833333333,"female",0,0.5,"['circle', 'square', 'solid', 'polka-dotted']",2,1,313,"green","22b2b",3,"red","red","green",0,3,"Yes",2,1,34,NA,"English","Male"
"226",36,132,21350,0,1,"blue",131,3,"green","polka-dotted",0,"red","blue",2,1,"331-3",0,133,131,"color",0,3,1,133,132,"blue",1,11.1376833333333,"female",0,0.5,"['cloud', 'polka-dotted']",2,1,132,"green","331",3,"red","red","green",0,3,"Yes",2,1,34,NA,"English","Male"
"227",36,212,10452,0,1,"blue",212,3,"green","circle",0,"red","blue",4,1,"22a2b-2b",0,213,212,"color",0,3,1,213,122,"blue",2,11.1376833333333,"female",0,0.5,"['cloud', 'circle', 'solid', 'striped']",2,1,122,"green","22a2b",3,"red","red","green",0,3,"Yes",2,1,34,NA,"English","Male"
"228",36,322,3712,0,1,"blue",211,3,"green","square",0,"red","blue",4,1,"22a2b-2a",0,322,211,"color",0,3,1,322,221,"blue",3,11.1376833333333,"female",0,0.5,"['circle', 'square', 'solid', 'striped']",2,1,221,"green","22a2b",3,"red","red","green",0,3,"Yes",2,1,34,NA,"English","Male"
"229",36,122,3620,1,0,"cloud",212,3,"circle","striped",1,"circle","cloud",3,1,"322b-2",1,122,222,"shape",1,3,0,222,212,"cloud",0,11.1376833333333,"female",0,0.5,"['solid', 'striped', 'red']",2,0,122,"circle","322b",1,"square","square","square",0,3,"Yes",2,1,34,NA,"English","Male"
"230",36,311,9700,0.5,0,"cloud",111,3,"circle","blue",1,"circle","cloud",3,1,"321-3",1,111,213,"shape",1,3,0,213,311,"cloud",1,11.1376833333333,"female",1,0.5,"['solid', 'blue', 'green']",2,0,311,"circle","321",1,"square","square","square",0.5,3,"Yes",2,1,34,NA,"English","Male"
"231",36,331,23290,0.5,0,"cloud",211,3,"circle","blue",1,"circle","cloud",4,1,"22b2b-2",1,331,233,"shape",1,3,0,233,211,"cloud",2,11.1376833333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",2,0,331,"circle","22b2b",1,"square","square","square",0.5,3,"Yes",2,1,34,NA,"English","Male"
"232",36,211,29010,0.219512195121951,0.292682926829268,"cloud",211,3,"circle","blue",1,"circle","cloud",4,1,"22a2b-2b",1,211,233,"shape",0.45,3,0.6,333,333,"cloud",3,11.1376833333333,"female",1,0.5,"['solid', 'polka-dotted', 'blue', 'green']",2,0,233,"circle","22a2b",1,"square","square","square",0.487804878048781,3,"Yes",2,1,34,NA,"English","Male"
"233",37,122,2741,0.151515151515152,0.545454545454546,"polka-dotted",112,3,"polka-dotted","cloud",0,"striped","solid",3,0.5,"322b-2",0.5,212,112,"texture",0.25,3,0.9,122,122,"solid",0,13.86445,"male",0.5,0,"['cloud', 'circle', 'red']",3,1,212,"solid","322b",2,"striped","striped","polka-dotted",0.303030303030303,3,"Yes",1,2,40,NA,"English","Female"
"234",37,233,23081,0.0697674418604651,0.465116279069767,"polka-dotted",311,3,"polka-dotted","green",0,"striped","solid",4,0.5,"22b1-3",0.5,221,311,"texture",0.15,3,1,233,233,"solid",1,13.86445,"male",1,0,"['circle', 'square', 'blue', 'green']",3,1,221,"solid","22b1",2,"striped","striped","polka-dotted",0.465116279069767,3,"Yes",1,2,40,NA,"English","Female"
"235",37,221,4951,0,0.5,"polka-dotted",221,3,"polka-dotted","blue",0,"striped","solid",4,0.5,"22a1-3",0.5,132,112,"texture",0,3,1,132,221,"solid",2,13.86445,"male",1,0,"['cloud', 'circle', 'blue', 'red']",3,1,112,"solid","22a1",2,"striped","striped","polka-dotted",0.5,3,"Yes",1,2,40,NA,"English","Female"
"236",37,112,20660,0.2,0.4,"polka-dotted",131,3,"polka-dotted","red",0,"striped","solid",4,0.5,"321-2",0.5,112,131,"texture",0.5,3,1,133,133,"solid",3,13.86445,"male",1,0,"['cloud', 'blue', 'red', 'green']",3,1,112,"solid","321",2,"striped","striped","polka-dotted",0.4,3,"Yes",1,2,40,NA,"English","Female"
"237",37,222,18562,0.230769230769231,0.512820512820513,"red",231,3,"green","striped",1,"red","red",4,0.5,"22b1-3",0,323,231,"color",0.45,3,1,323,222,"blue",0,13.86445,"male",0.5,1,"['circle', 'square', 'striped', 'polka-dotted']",2,0.5,222,"green","22b1",3,"blue","blue","green",0.256410256410256,3,"Yes",1,2,40,NA,"English","Female"
"238",37,133,28931,0.236842105263158,0.263157894736842,"red",332,3,"green","cloud",1,"red","red",3,0.5,"322b-2",0,333,133,"color",0.45,3,0.5,333,332,"blue",1,13.86445,"male",0.95,1,"['cloud', 'square', 'polka-dotted']",2,0.5,133,"green","322b",3,"blue","blue","green",0.5,3,"Yes",1,2,40,NA,"English","Female"
"239",37,121,13990,0.369565217391304,0.217391304347826,"red",121,3,"green","cloud",1,"red","red",2,0.5,"331-3",0,122,123,"color",0.85,3,0.5,123,121,"blue",2,13.86445,"male",0.95,1,"['cloud', 'striped']",2,0.5,122,"green","331",3,"blue","blue","green",0.41304347826087,3,"Yes",1,2,40,NA,"English","Female"
"240",37,321,14131,0.606060606060606,0.0909090909090909,"red",321,3,"green","square",1,"red","red",4,0.5,"311-3",0,321,222,"color",1,3,0.15,123,123,"blue",3,13.86445,"male",0.5,1,"['cloud', 'circle', 'square', 'striped']",2,0.5,222,"green","311",3,"blue","blue","green",0.303030303030303,3,"Yes",1,2,40,NA,"English","Female"
"241",39,313,12710,0.285714285714286,0.285714285714286,"square",312,3,"square","solid",0,"circle","circle",4,0.35,"22a2b-2a",0.5,232,312,"shape",0.5,4,0.5,313,313,"cloud",0,18.5494333333333,"male",0.75,1,"['solid', 'polka-dotted', 'red', 'green']",3,0,232,"circle","22a2b",1,"cloud","cloud","square",0.428571428571429,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"242",39,311,21970,0.27027027027027,0.27027027027027,"square",311,3,"square","blue",0,"circle","circle",4,0.35,"22b1-3",0.5,213,133,"shape",0.5,4,0.5,133,311,"cloud",1,18.5494333333333,"male",0.85,1,"['solid', 'polka-dotted', 'blue', 'green']",3,0,213,"circle","22b1",1,"cloud","cloud","square",0.459459459459459,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"243",39,331,4840,0.303030303030303,0.151515151515152,"square",211,3,"square","blue",0,"circle","circle",4,0.35,"22b1-3",0.5,132,331,"shape",0.5,4,0.25,132,211,"cloud",2,18.5494333333333,"male",0.9,1,"['solid', 'polka-dotted', 'blue', 'red']",3,0,331,"circle","22b1",1,"cloud","cloud","square",0.545454545454546,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"244",39,132,5560,0.419354838709677,0.161290322580645,"square",212,3,"square","red",0,"circle","circle",4,0.35,"311-3",0.5,212,132,"shape",0.65,4,0.25,132,322,"cloud",3,18.5494333333333,"male",0.65,1,"['solid', 'striped', 'polka-dotted', 'red']",3,0,322,"circle","311",1,"cloud","cloud","square",0.419354838709677,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"245",39,322,4110,0.32258064516129,0.225806451612903,"circle",311,3,"circle","red",1,"circle","cloud",4,0.95,"22b2b-2",1,322,212,"shape",0.5,4,0.35,322,311,"cloud",0,18.5494333333333,"male",0.7,0,"['solid', 'striped', 'blue', 'red']",3,0.5,212,"cloud","22b2b",1,"square","square","square",0.451612903225806,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"246",39,323,19900,0.294117647058824,0.205882352941176,"circle",112,3,"circle","green",1,"circle","cloud",4,0.95,"22a2b-2b",1,323,112,"shape",0.5,4,0.35,323,123,"cloud",1,18.5494333333333,"male",0.85,0,"['solid', 'striped', 'red', 'green']",3,0.5,123,"cloud","22a2b",1,"square","square","square",0.5,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"247",39,321,970,0.172413793103448,0.172413793103448,"circle",121,3,"circle","blue",1,"circle","cloud",4,0.95,"22a2b-2b",1,121,112,"shape",0.25,4,0.25,112,321,"cloud",2,18.5494333333333,"male",0.95,0,"['solid', 'striped', 'blue', 'red']",3,0.5,321,"cloud","22a2b",1,"square","square","square",0.655172413793103,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"248",39,323,19880,0.115384615384615,0.153846153846154,"circle",231,3,"circle","green",1,"circle","cloud",4,0.95,"22a1-3",1,323,123,"shape",0.15,4,0.2,323,231,"cloud",3,18.5494333333333,"male",0.95,0,"['striped', 'polka-dotted', 'blue', 'green']",3,0.5,123,"cloud","22a1",1,"square","square","square",0.730769230769231,5,"Yes",2,4,69,"interesting and engaging","English","Female"
"249",40,122,3621,0,1,"striped",212,4,"polka-dotted","cloud",0,"striped","striped",3,0.35,"322b-2",0,222,212,"texture",0,4,1,222,122,"solid",0,18.1709166666667,"male",0,1,"['cloud', 'circle', 'red']",2,0.5,122,"polka-dotted","322b",2,"solid","solid","polka-dotted",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"250",40,121,5491,0,1,"striped",121,4,"polka-dotted","blue",0,"striped","striped",4,0.35,"22b2b-2",0,132,121,"texture",0,4,1,132,322,"solid",1,18.1709166666667,"male",0,1,"['cloud', 'square', 'blue', 'red']",2,0.5,322,"polka-dotted","22b2b",2,"solid","solid","polka-dotted",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"251",40,332,17101,0,0,"striped",332,4,"polka-dotted","red",0,"striped","striped",5,0.35,"211-3",0,113,223,"texture",0,4,0,223,332,"solid",2,18.1709166666667,"male",1,1,"['cloud', 'circle', 'square', 'red', 'green']",2,0.5,113,"polka-dotted","211",2,"solid","solid","polka-dotted",1,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"252",40,111,230,1,0,"striped",111,4,"polka-dotted","cloud",0,"striped","striped",2,0.35,"331-3",0,121,131,"texture",1,4,0,131,111,"solid",3,18.1709166666667,"male",0,1,"['cloud', 'blue']",2,0.5,121,"polka-dotted","331",2,"solid","solid","polka-dotted",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"253",40,212,2140,0,1,"circle",221,4,"square","solid",1,"circle","cloud",4,1,"22a2b-2b",0,221,212,"shape",0,4,1,312,312,"cloud",0,18.1709166666667,"male",0,1,"['solid', 'striped', 'blue', 'red']",1,0.5,212,"square","22a2b",1,"cloud","circle","square",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"254",40,233,25000,0,1,"circle",212,4,"square","polka-dotted",1,"circle","cloud",4,1,"22b2b-2",0,233,313,"shape",0,4,1,233,212,"cloud",1,18.1709166666667,"male",0,1,"['solid', 'polka-dotted', 'red', 'green']",1,0.5,313,"square","22b2b",1,"cloud","circle","square",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"255",40,221,27240,0,1,"circle",221,4,"square","striped",1,"circle","cloud",5,1,"22b1-2",0,333,221,"shape",0,4,1,333,232,"cloud",2,18.1709166666667,"male",0,1,"['striped', 'polka-dotted', 'blue', 'red', 'green']",1,0.5,232,"square","22b1",1,"cloud","circle","square",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"256",40,221,18800,0,1,"circle",221,4,"square","blue",1,"circle","cloud",5,1,"211-3",0,323,221,"shape",0,4,1,323,132,"cloud",3,18.1709166666667,"male",0,1,"['striped', 'polka-dotted', 'blue', 'red', 'green']",1,0.5,132,"square","211",1,"cloud","circle","square",0,5,"Yes",2,2,65,"I liked the pacman section.....","English","Female"
"257",41,122,13990,0,1,"green",121,1,"green","striped",0,"red","blue",2,1,"331-3",0.5,123,121,"color",0,3,1,123,122,"blue",0,36.4946666666667,"female",0,0,"['cloud', 'striped']",3,1,122,"blue","331",3,"red","red","green",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"258",41,233,23292,0,0,"green",211,1,"green","circle",0,"red","blue",4,1,"22b2b-2",0.5,331,233,"color",0,3,0,233,211,"blue",1,36.4946666666667,"female",1,0,"['circle', 'square', 'solid', 'polka-dotted']",3,1,331,"blue","22b2b",3,"red","red","green",1,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"259",41,132,21302,0,1,"green",211,1,"green","polka-dotted",0,"red","blue",4,1,"22a1-3",0.5,133,211,"color",0,3,1,133,132,"blue",2,36.4946666666667,"female",0,0,"['cloud', 'circle', 'solid', 'polka-dotted']",3,1,132,"blue","22a1",3,"red","red","green",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"260",41,112,20682,0,1,"green",331,1,"green","cloud",0,"red","blue",4,1,"22b1-3",0.5,133,112,"color",0,3,1,133,331,"blue",3,36.4946666666667,"female",0,0,"['cloud', 'square', 'solid', 'polka-dotted']",3,1,112,"blue","22b1",3,"red","red","green",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"261",41,233,23031,0,0,"solid",111,1,"polka-dotted","circle",1,"striped","solid",4,1,"22a1-3",0,233,111,"texture",0,3,0,233,121,"solid",0,36.4946666666667,"female",1,0.5,"['cloud', 'circle', 'blue', 'green']",2,1,121,"polka-dotted","22a1",2,"striped","striped","polka-dotted",1,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"262",41,211,16610,1,0,"solid",211,1,"polka-dotted","blue",1,"striped","solid",4,1,"311-3",0,211,232,"texture",1,3,0,223,223,"solid",1,36.4946666666667,"female",0,0.5,"['circle', 'blue', 'red', 'green']",2,1,232,"polka-dotted","311",2,"striped","striped","polka-dotted",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"263",41,222,22681,0,1,"solid",222,1,"polka-dotted","circle",1,"striped","solid",4,1,"22a2b-2a",0,133,223,"texture",0,3,1,133,222,"solid",2,36.4946666666667,"female",0,0.5,"['cloud', 'circle', 'red', 'green']",2,1,223,"polka-dotted","22a2b",2,"striped","striped","polka-dotted",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"264",41,323,19421,0,1,"solid",111,1,"polka-dotted","green",1,"striped","solid",5,1,"22b1-2",0,111,213,"texture",0,3,1,323,323,"solid",3,36.4946666666667,"female",0,0.5,"['cloud', 'circle', 'square', 'blue', 'green']",2,1,213,"polka-dotted","22b1",2,"striped","striped","polka-dotted",0,1,"Yes",2,3,46,"This game is very interesting.","English","Male"
"265",42,122,13990,0.333333333333333,0.358974358974359,"blue",121,0,"blue","cloud",0,"red","red",2,0.95,"331-3",0,121,123,"color",0.65,1,0.7,123,122,"blue",0,12.5327,"female",0.6,0.5,"['cloud', 'striped']",0,1,122,"green","331",3,"red","green","green",0.307692307692308,3,"Yes",2,3,30,"GOOD","English","Male"
"266",42,221,23092,0.487179487179487,0,"blue",121,0,"blue","circle",0,"red","red",4,0.95,"22a2b-2a",0,121,221,"color",0.95,1,0,233,233,"blue",1,12.5327,"female",1,0.5,"['cloud', 'circle', 'striped', 'polka-dotted']",0,1,221,"green","22a2b",3,"red","green","green",0.512820512820513,3,"Yes",2,3,30,"GOOD","English","Male"
"267",42,312,18341,0,1,"blue",331,0,"blue","square",0,"red","red",4,0.95,"311-3",0,312,323,"color",0,1,1,323,331,"blue",2,12.5327,"female",0,0.5,"['square', 'solid', 'striped', 'polka-dotted']",0,1,312,"green","311",3,"red","green","green",0,3,"Yes",2,3,30,"GOOD","English","Male"
"268",42,112,21692,0.0909090909090909,0,"blue",112,0,"blue","cloud",0,"red","red",4,0.95,"22b2b-2",0,133,112,"color",0.1,1,0,133,332,"blue",3,12.5327,"female",1,0.5,"['cloud', 'square', 'solid', 'polka-dotted']",0,1,332,"green","22b2b",3,"red","green","green",0.909090909090909,3,"Yes",2,3,30,"GOOD","English","Male"
"269",42,312,15121,0.3,0.35,"solid",312,0,"striped","square",1,"striped","solid",5,0.85,"22b1-2",1,213,123,"texture",0.6,1,0.7,123,312,"solid",0,12.5327,"female",0.7,0.5,"['cloud', 'circle', 'square', 'red', 'green']",2,0,213,"striped","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0.35,3,"Yes",2,3,30,"GOOD","English","Male"
"270",42,113,27561,0.378378378378378,0.297297297297297,"solid",121,0,"striped","cloud",1,"striped","solid",4,0.85,"22b1-3",1,333,113,"texture",0.7,1,0.55,333,121,"solid",1,12.5327,"female",0.6,0.5,"['cloud', 'square', 'blue', 'green']",2,0,113,"striped","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0.324324324324324,3,"Yes",2,3,30,"GOOD","English","Male"
"271",42,323,19161,0.193548387096774,0.419354838709677,"solid",112,0,"striped","green",1,"striped","solid",4,0.85,"22b1-3",1,332,323,"texture",0.3,1,0.65,323,112,"solid",2,12.5327,"female",0.6,0.5,"['cloud', 'square', 'red', 'green']",2,0,332,"striped","22b1",2,"polka-dotted","polka-dotted","polka-dotted",0.387096774193548,3,"Yes",2,3,30,"GOOD","English","Male"
"272",42,231,10960,0.264705882352941,0.264705882352941,"solid",231,0,"striped","circle",1,"striped","solid",4,0.85,"321-2",1,231,232,"texture",0.45,1,0.45,213,213,"solid",3,12.5327,"female",0.8,0.5,"['circle', 'blue', 'red', 'green']",2,0,232,"striped","321",2,"polka-dotted","polka-dotted","polka-dotted",0.470588235294118,3,"Yes",2,3,30,"GOOD","English","Male"
"273",43,331,21520,0.24,0.24,"cloud",331,4,"cloud","polka-dotted",0,"circle","circle",4,0.65,"311-3",1,232,133,"shape",0.3,3,0.3,133,331,"cloud",0,9.7146,"female",0.65,0.5,"['polka-dotted', 'blue', 'red', 'green']",3,0,232,"circle","311",1,"square","square","square",0.52,4,"Yes",1,3,27,NA,"English","Female"
"274",43,312,7350,0.133333333333333,0.333333333333333,"cloud",111,4,"cloud","solid",0,"circle","circle",4,0.65,"22a2b-2a",1,312,332,"shape",0.2,3,0.5,332,111,"cloud",1,9.7146,"female",0.8,0.5,"['solid', 'polka-dotted', 'blue', 'red']",3,0,312,"circle","22a2b",1,"square","square","square",0.533333333333333,4,"Yes",1,3,27,NA,"English","Female"
"275",43,312,6370,0.12,0.2,"cloud",312,4,"cloud","red",0,"circle","circle",4,0.65,"311-3",1,312,122,"shape",0.15,3,0.25,232,232,"cloud",2,9.7146,"female",0.85,0.5,"['solid', 'striped', 'polka-dotted', 'red']",3,0,122,"circle","311",1,"square","square","square",0.68,4,"Yes",1,3,27,NA,"English","Female"
"276",43,123,15180,0.310344827586207,0.137931034482759,"cloud",332,4,"cloud","green",0,"circle","circle",5,0.65,"211-3",1,332,123,"shape",0.45,3,0.2,123,213,"cloud",3,9.7146,"female",0.8,0.5,"['solid', 'striped', 'polka-dotted', 'red', 'green']",3,0,213,"circle","211",1,"square","square","square",0.551724137931034,4,"Yes",1,3,27,NA,"English","Female"
"277",43,212,3381,0.296296296296296,0.481481481481481,"blue",231,4,"blue","circle",1,"red","green",4,0.65,"321-2",0,222,231,"color",0.4,3,0.65,222,212,"blue",0,9.7146,"female",0.3,0.5,"['circle', 'solid', 'striped', 'polka-dotted']",3,1,212,"green","321",3,"red","red","green",0.222222222222222,4,"Yes",1,3,27,NA,"English","Female"
"278",43,122,14201,0.275862068965517,0.517241379310345,"blue",122,4,"blue","cloud",1,"red","green",3,0.65,"322b-2",0,123,122,"color",0.4,3,0.75,123,222,"blue",1,9.7146,"female",0.3,0.5,"['cloud', 'circle', 'striped']",3,1,222,"green","322b",3,"red","red","green",0.206896551724138,4,"Yes",1,3,27,NA,"English","Female"
"279",43,112,2621,0.206896551724138,0.586206896551724,"blue",131,4,"blue","cloud",1,"red","green",4,0.65,"321-2",0,122,131,"color",0.3,3,0.85,122,112,"blue",2,9.7146,"female",0.3,0.5,"['cloud', 'solid', 'striped', 'polka-dotted']",3,1,112,"green","321",3,"red","red","green",0.206896551724138,4,"Yes",1,3,27,NA,"English","Female"
"280",43,231,26252,0.333333333333333,0.533333333333333,"blue",221,4,"blue","polka-dotted",1,"red","green",4,0.65,"22a2b-2a",0,231,221,"color",0.5,3,0.8,333,333,"blue",3,9.7146,"female",0.2,0.5,"['circle', 'square', 'striped', 'polka-dotted']",3,1,231,"green","22a2b",3,"red","red","green",0.133333333333333,4,"Yes",1,3,27,NA,"English","Female"
"281",45,321,12810,0.297872340425532,0.340425531914894,"solid",321,1,"polka-dotted","blue",0,"striped","striped",4,1,"311-3",0,321,332,"texture",0.7,2,0.8,313,313,"solid",0,15.1692833333333,"male",0.85,0.5,"['square', 'blue', 'red', 'green']",1,1,332,"polka-dotted","311",2,"striped","solid","polka-dotted",0.361702127659574,4,"Yes",2,1,32,"fun!","english","Female"
"282",45,222,6431,0.214285714285714,0.476190476190476,"solid",321,1,"polka-dotted","circle",0,"striped","striped",4,1,"22a2b-2b",0,222,321,"texture",0.45,2,1,232,232,"solid",1,15.1692833333333,"male",0.65,0.5,"['circle', 'square', 'blue', 'red']",1,1,222,"polka-dotted","22a2b",2,"striped","solid","polka-dotted",0.30952380952381,4,"Yes",2,1,32,"fun!","english","Female"
"283",45,221,420,0.133333333333333,0.666666666666667,"solid",211,1,"polka-dotted","blue",0,"striped","striped",2,1,"331-3",0,231,211,"texture",0.2,2,1,231,221,"solid",2,15.1692833333333,"male",0.3,0.5,"['circle', 'blue']",1,1,221,"polka-dotted","331",2,"striped","solid","polka-dotted",0.2,4,"Yes",2,1,32,"fun!","english","Female"
"284",45,313,12881,0.769230769230769,0.0769230769230769,"solid",122,1,"polka-dotted","square",0,"striped","striped",4,1,"22b1-3",0,313,122,"texture",1,2,0.1,313,332,"solid",3,15.1692833333333,"male",0.2,0.5,"['cloud', 'square', 'red', 'green']",1,1,332,"polka-dotted","22b1",2,"striped","solid","polka-dotted",0.153846153846154,4,"Yes",2,1,32,"fun!","english","Female"
"285",45,112,1120,0.625,0.125,"cloud",111,1,"circle","red",1,"circle","square",4,1,"22a2b-2a",0,111,331,"shape",1,2,0.2,112,112,"cloud",0,15.1692833333333,"male",0.4,0.5,"['solid', 'polka-dotted', 'blue', 'red']",2,1,331,"square","22a2b",1,"circle","cloud","square",0.25,4,"Yes",2,1,32,"fun!","english","Female"
"286",45,212,7330,0.266666666666667,0.633333333333333,"cloud",331,1,"circle","solid",1,"circle","square",4,1,"22a2b-2a",0,332,212,"shape",0.4,2,0.95,332,331,"cloud",1,15.1692833333333,"male",0.15,0.5,"['solid', 'polka-dotted', 'blue', 'red']",2,1,212,"square","22a2b",1,"circle","cloud","square",0.1,4,"Yes",2,1,32,"fun!","english","Female"
"287",45,213,9990,0.384615384615385,0.576923076923077,"cloud",311,1,"circle","solid",1,"circle","square",4,1,"22a2b-2a",0,213,311,"shape",0.5,2,0.75,213,331,"cloud",2,15.1692833333333,"male",0.05,0.5,"['solid', 'polka-dotted', 'blue', 'green']",2,1,331,"square","22a2b",1,"circle","cloud","square",0.0384615384615385,4,"Yes",2,1,32,"fun!","english","Female"
"288",45,112,19900,0.625,0.34375,"cloud",112,1,"circle","solid",1,"circle","square",4,1,"22a2b-2b",0,112,123,"shape",1,2,0.55,323,323,"cloud",3,15.1692833333333,"male",0.05,0.5,"['solid', 'striped', 'red', 'green']",2,1,123,"square","22a2b",1,"circle","cloud","square",0.03125,4,"Yes",2,1,32,"fun!","english","Female"
